engine_id,route,latitude,longitude,scheduled_arrival,actual_arrival
9,Route A,-43.82984801694835,115.6185817853152,2024-08-30 01:11:20.937439,2024-08-30 01:28:20.937439
1,Route C,80.79505579172874,-20.987556092482237,2024-08-30 00:33:20.937439,2024-08-30 00:27:20.937439
7,Route A,36.59750190262346,126.33691022273888,2024-08-29 20:38:20.937439,2024-08-29 20:56:20.937439
8,Route A,14.759864504735631,-49.56690554901999,2024-08-29 20:06:20.937439,2024-08-29 20:35:20.937439
6,Route A,-78.32994672810607,23.48083424917465,2024-08-30 01:56:20.937439,2024-08-30 01:57:20.937439
3,Route A,18.02590725805382,-169.32383737598707,2024-08-30 07:36:20.937439,2024-08-30 07:42:20.937439
6,Route B,76.0160342961608,-135.7104463585727,2024-08-29 21:13:20.937439,2024-08-29 21:03:20.937439
6,Route C,-78.69952549945813,42.9023180054206,2024-08-30 08:40:20.937439,2024-08-30 09:08:20.937439
3,Route C,-14.631429329681893,-142.4600300831799,2024-08-30 08:09:20.937439,2024-08-30 07:59:20.937439
5,Route C,-12.478073631256365,-149.32955208818927,2024-08-30 09:54:20.937439,2024-08-30 09:54:20.937439
6,Route A,-1.2962388797160855,66.21036088255761,2024-08-30 09:43:20.937439,2024-08-30 09:59:20.937439
10,Route B,-46.82940227131885,155.13210728340948,2024-08-30 06:42:20.937439,2024-08-30 06:38:20.937439
7,Route A,-1.8909610279796425,26.881969441521107,2024-08-29 23:39:20.937439,2024-08-29 23:58:20.937439
6,Route A,-52.61828091618716,77.24774313272275,2024-08-29 20:28:20.937439,2024-08-29 20:41:20.937439
3,Route C,30.28850322782307,143.9829823489066,2024-08-30 01:52:20.937439,2024-08-30 02:16:20.937439
5,Route B,-35.10446392566594,176.77841478248888,2024-08-29 19:18:20.937439,2024-08-29 19:18:20.937439
2,Route B,53.913751233485925,-169.70484740892857,2024-08-30 02:30:20.937439,2024-08-30 02:31:20.937439
2,Route C,7.816951046595165,-101.43578702645614,2024-08-30 04:56:20.937439,2024-08-30 04:53:20.937439
1,Route C,50.59593156710059,144.8956207190576,2024-08-30 07:15:20.937439,2024-08-30 07:15:20.937439
6,Route C,-11.389706650737352,-103.39561186074086,2024-08-29 18:30:20.937439,2024-08-29 18:21:20.937439
3,Route C,37.75563076926596,140.74741766041132,2024-08-29 21:15:20.937439,2024-08-29 21:31:20.937439
5,Route B,69.59471560411967,-166.4967014856256,2024-08-29 21:01:20.937439,2024-08-29 20:59:20.937439
8,Route B,-31.071332177148683,-129.75882160530674,2024-08-29 19:32:20.937439,2024-08-29 19:24:20.937439
6,Route B,-38.436563310753286,97.99216029982432,2024-08-29 19:55:20.937439,2024-08-29 20:18:20.937439
3,Route C,-3.7977655164820447,-29.80674603283262,2024-08-30 04:15:20.937439,2024-08-30 04:21:20.937439
1,Route B,-40.31557864868941,9.402863171981949,2024-08-29 23:13:20.937439,2024-08-29 23:25:20.937439
3,Route C,-41.41226115372612,-147.79049291762934,2024-08-29 21:40:20.937439,2024-08-29 21:34:20.937439
4,Route C,50.20423677783393,177.88759044013193,2024-08-30 05:09:20.937439,2024-08-30 05:22:20.937439
8,Route A,23.9022479275947,-127.07925094285744,2024-08-30 07:30:20.937439,2024-08-30 07:36:20.937439
4,Route C,-77.61193014570551,-147.15004750103984,2024-08-30 04:01:20.937439,2024-08-30 04:30:20.937439
2,Route B,60.302620647665435,-78.12032938186785,2024-08-29 18:52:20.937439,2024-08-29 19:07:20.937439
10,Route B,-57.070448126377144,5.010416522578822,2024-08-30 03:05:20.937439,2024-08-30 03:34:20.937439
10,Route A,-65.36556349593113,-116.40084901321046,2024-08-30 04:13:20.937439,2024-08-30 04:37:20.937439
4,Route B,-65.94769698801431,108.18952462522873,2024-08-30 08:50:20.937439,2024-08-30 09:16:20.937439
8,Route A,16.613301987800313,164.77651484454418,2024-08-29 20:02:20.937439,2024-08-29 19:53:20.937439
9,Route A,-16.66204938027181,51.40650067584738,2024-08-30 00:42:20.937439,2024-08-30 01:08:20.937439
10,Route A,-24.11243358598746,-22.628800285041223,2024-08-29 22:59:20.937439,2024-08-29 23:11:20.937439
5,Route A,-38.773581554340815,32.466956960777594,2024-08-29 21:57:20.937439,2024-08-29 22:04:20.937439
5,Route C,-67.19933436619786,176.22307446025866,2024-08-29 19:31:20.937439,2024-08-29 19:39:20.937439
5,Route C,6.859478088822158,-178.71196267537664,2024-08-29 20:52:20.937439,2024-08-29 20:57:20.937439
10,Route C,33.08192145457373,76.00400153356844,2024-08-30 00:38:20.937439,2024-08-30 00:32:20.937439
9,Route A,41.66111670782445,-31.86166126355664,2024-08-30 10:40:20.937439,2024-08-30 10:30:20.937439
4,Route C,-28.22185113672419,-87.84041603366667,2024-08-30 06:28:20.937439,2024-08-30 06:48:20.937439
4,Route B,-32.01051979878323,105.4761482661068,2024-08-30 00:30:20.937439,2024-08-30 00:59:20.937439
4,Route B,9.571755775243744,85.53981956514258,2024-08-30 04:40:20.937439,2024-08-30 05:02:20.937439
6,Route B,-80.15631222709244,-81.89916397990015,2024-08-29 23:24:20.937439,2024-08-29 23:20:20.937439
10,Route C,11.386949558656099,133.97277581748756,2024-08-30 08:24:20.937439,2024-08-30 08:25:20.937439
10,Route B,15.524258039287105,-120.22872118803228,2024-08-30 03:56:20.937439,2024-08-30 03:54:20.937439
7,Route B,86.88077228984235,-84.6993460635489,2024-08-30 04:57:20.937439,2024-08-30 05:01:20.937439
9,Route A,-48.204121927948805,-16.374660549443547,2024-08-30 04:20:20.937439,2024-08-30 04:25:20.937439
8,Route C,54.28865321697492,-134.68386695401955,2024-08-29 21:28:20.937439,2024-08-29 21:41:20.937439
9,Route B,69.37432459629548,-18.17229376421605,2024-08-30 03:33:20.938436,2024-08-30 03:49:20.938436
4,Route A,-12.648316418476512,176.8467746528243,2024-08-30 10:04:20.938436,2024-08-30 10:25:20.938436
10,Route C,-81.23908322772301,-162.16062343033562,2024-08-30 03:01:20.938436,2024-08-30 03:15:20.938436
3,Route B,-52.68506702031926,11.045011587451341,2024-08-29 21:27:20.938436,2024-08-29 21:48:20.938436
5,Route B,-78.92006709809877,-128.29252264124455,2024-08-30 00:36:20.938436,2024-08-30 00:52:20.938436
7,Route C,33.392785353705364,95.75704738945154,2024-08-30 08:46:20.938436,2024-08-30 09:14:20.938436
1,Route B,11.597044186252376,-96.8704618712369,2024-08-30 00:41:20.938436,2024-08-30 00:34:20.938436
5,Route B,40.10395355375883,-144.08260663977245,2024-08-30 03:21:20.938436,2024-08-30 03:48:20.938436
2,Route C,57.73849460954193,23.048622391679146,2024-08-30 03:14:20.938436,2024-08-30 03:22:20.938436
6,Route C,36.32942015861477,-118.15299552484655,2024-08-30 05:45:20.938436,2024-08-30 06:13:20.938436
10,Route B,-58.906495770878124,162.11531519409215,2024-08-29 21:59:20.938436,2024-08-29 22:03:20.938436
4,Route B,13.882643287617796,-35.12668017546099,2024-08-29 19:10:20.938436,2024-08-29 19:25:20.938436
3,Route C,87.99670967903637,25.286254949213458,2024-08-29 23:47:20.938436,2024-08-29 23:41:20.938436
2,Route C,-59.90483527955368,21.773755487927048,2024-08-30 05:51:20.938436,2024-08-30 06:10:20.938436
4,Route A,-82.71427411462182,-42.1311205596497,2024-08-30 01:08:20.938436,2024-08-30 01:08:20.938436
5,Route B,-77.73688954661712,-32.98355587040001,2024-08-29 20:06:20.938436,2024-08-29 20:00:20.938436
8,Route C,-33.197911993620856,-4.119729413882652,2024-08-30 06:49:20.938436,2024-08-30 07:17:20.938436
9,Route B,-13.065994315895736,27.79733010862313,2024-08-30 07:27:20.938436,2024-08-30 07:23:20.938436
5,Route A,11.219922950093007,128.59465394076,2024-08-30 10:12:20.938436,2024-08-30 10:21:20.938436
7,Route A,-65.26503702628759,49.67432812025393,2024-08-30 10:40:20.938436,2024-08-30 11:03:20.938436
10,Route B,73.60300568151138,95.35122032153663,2024-08-30 01:11:20.938436,2024-08-30 01:07:20.938436
6,Route B,-16.282945054611346,-75.66637722875353,2024-08-30 10:44:20.938436,2024-08-30 11:11:20.938436
10,Route B,-9.677275073652439,-1.2270410299346963,2024-08-29 18:12:20.938436,2024-08-29 18:30:20.938436
10,Route C,68.96252245344152,57.9363217258084,2024-08-30 03:53:20.938436,2024-08-30 03:48:20.938436
7,Route B,85.2212083586466,177.69489495119274,2024-08-30 02:51:20.938436,2024-08-30 03:16:20.938436
4,Route A,9.87982678573863,137.64501089577055,2024-08-29 22:51:20.938436,2024-08-29 22:45:20.938436
1,Route C,-61.925999275385706,151.91647513989892,2024-08-29 19:29:20.938436,2024-08-29 19:47:20.938436
10,Route C,3.563970566593156,6.79037768005071,2024-08-29 23:53:20.938436,2024-08-30 00:04:20.938436
5,Route C,50.077510646125205,-16.043095565604887,2024-08-30 04:02:20.938436,2024-08-30 04:02:20.938436
1,Route C,-79.50898841939015,87.54509963221864,2024-08-30 10:36:20.938436,2024-08-30 10:36:20.938436
3,Route A,78.44588813607078,93.55421173401385,2024-08-30 06:08:20.938436,2024-08-30 06:11:20.938436
7,Route B,48.8003814139482,-162.2206585747844,2024-08-30 08:18:20.938436,2024-08-30 08:12:20.938436
6,Route A,-11.142149798158968,-78.04997811580951,2024-08-30 04:58:20.938436,2024-08-30 05:11:20.938436
10,Route A,-3.214699929306562,24.601956973464098,2024-08-29 18:24:20.938436,2024-08-29 18:35:20.938436
2,Route C,58.66678586787879,76.39760066743986,2024-08-29 18:21:20.938436,2024-08-29 18:21:20.938436
7,Route B,-8.100942859881982,167.06319141330204,2024-08-30 10:26:20.938436,2024-08-30 10:35:20.938436
1,Route C,82.15063660873545,69.13107149037373,2024-08-30 07:07:20.938436,2024-08-30 07:05:20.938436
8,Route A,-80.97746626801978,-90.07801360108485,2024-08-30 08:11:20.938436,2024-08-30 08:08:20.938436
2,Route C,57.700262514536405,-153.10187426859991,2024-08-29 21:04:20.938436,2024-08-29 21:23:20.938436
6,Route C,78.37716921083032,60.64102898057402,2024-08-30 08:47:20.938436,2024-08-30 08:37:20.938436
1,Route C,33.43554249502468,158.20968719110886,2024-08-30 07:43:20.938436,2024-08-30 08:13:20.938436
10,Route A,-54.48054660536481,7.763100621268137,2024-08-30 00:29:20.938436,2024-08-30 00:32:20.938436
8,Route B,-68.2927452555009,21.86906111057749,2024-08-30 02:17:20.938436,2024-08-30 02:36:20.938436
6,Route C,37.19349653832526,-151.63011689930303,2024-08-30 04:12:20.938436,2024-08-30 04:05:20.938436
10,Route C,56.54899290799909,109.72617329745259,2024-08-30 09:25:20.938436,2024-08-30 09:38:20.938436
3,Route A,-76.88097160701604,127.1494108220528,2024-08-29 19:25:20.938436,2024-08-29 19:46:20.938436
3,Route B,-24.459526738644527,156.9108053422509,2024-08-30 05:25:20.938436,2024-08-30 05:28:20.938436
2,Route C,76.29492920874526,-87.89939875181827,2024-08-29 21:11:20.938436,2024-08-29 21:29:20.938436
7,Route A,-13.130283204699282,82.64130718318683,2024-08-30 06:54:20.938436,2024-08-30 06:47:20.938436
1,Route B,47.470538614378086,-167.17984977669252,2024-08-29 21:14:20.938436,2024-08-29 21:14:20.938436
5,Route B,-3.3974592713838803,94.25135416472233,2024-08-30 07:53:20.938436,2024-08-30 07:47:20.938436
2,Route C,64.7582747410047,116.46621091940835,2024-08-29 20:20:20.938436,2024-08-29 20:43:20.938436
2,Route A,88.03310646938172,143.83682852123303,2024-08-30 08:28:20.938436,2024-08-30 08:36:20.938436
3,Route A,21.356666432221672,-32.323204019460974,2024-08-29 18:28:20.938436,2024-08-29 18:43:20.938436
3,Route B,-78.16472339719789,66.82136145153584,2024-08-30 01:44:20.938436,2024-08-30 02:07:20.938436
7,Route A,40.45595693587447,37.65413107281975,2024-08-30 09:06:20.938436,2024-08-30 09:04:20.938436
10,Route B,31.314857047776712,144.45522677342075,2024-08-30 00:54:20.938436,2024-08-30 01:24:20.938436
4,Route B,76.35489377228782,68.73654917625021,2024-08-29 22:44:20.938436,2024-08-29 23:04:20.938436
10,Route B,72.57627706270162,-63.14911366088778,2024-08-30 09:03:20.938436,2024-08-30 09:25:20.938436
7,Route A,-0.7388418996534085,-2.9428310287360375,2024-08-30 06:14:20.938436,2024-08-30 06:25:20.938436
1,Route A,-34.67434849129106,-35.9884557410563,2024-08-30 05:06:20.938436,2024-08-30 05:24:20.938436
6,Route C,-5.20339194017987,162.21769987059918,2024-08-30 10:03:20.938436,2024-08-30 10:04:20.938436
3,Route C,16.46221442657827,117.84364425979624,2024-08-30 02:16:20.938436,2024-08-30 02:44:20.938436
10,Route A,42.499396274364955,-4.391726831073953,2024-08-30 09:46:20.938436,2024-08-30 09:43:20.938436
3,Route A,-76.25279734274471,-7.240510533661109,2024-08-30 01:17:20.938436,2024-08-30 01:42:20.938436
1,Route C,-71.74382182546663,-108.42856977701646,2024-08-29 18:41:20.938436,2024-08-29 18:40:20.938436
4,Route A,-41.528396598398835,-62.81637130137322,2024-08-30 00:33:20.938436,2024-08-30 00:50:20.938436
1,Route A,12.256682160942546,-105.52051772146258,2024-08-29 23:57:20.938436,2024-08-30 00:27:20.938436
9,Route C,-64.75024123573513,23.4937219547586,2024-08-30 08:45:20.938436,2024-08-30 09:10:20.938436
2,Route C,-48.92637930501006,-37.35984641354452,2024-08-30 00:24:20.938436,2024-08-30 00:22:20.938436
2,Route A,-4.573464287389314,17.21714110270449,2024-08-29 22:36:20.938436,2024-08-29 22:33:20.938436
10,Route C,-54.66569891209457,-165.70224008176368,2024-08-30 04:47:20.938436,2024-08-30 04:43:20.938436
1,Route C,40.704315911726326,-152.64895800521134,2024-08-30 04:40:20.938436,2024-08-30 04:58:20.938436
8,Route C,75.79420334695607,-70.7603405832869,2024-08-30 05:14:20.938436,2024-08-30 05:42:20.938436
7,Route C,-7.329116536200317,6.546926283140948,2024-08-29 20:44:20.938436,2024-08-29 20:47:20.938436
4,Route C,-24.878457606702398,43.672135604231045,2024-08-29 22:27:20.938436,2024-08-29 22:20:20.938436
9,Route A,11.855351641319444,-27.709931575245008,2024-08-29 23:22:20.938436,2024-08-29 23:36:20.938436
7,Route C,52.92805607475597,-136.60482805911047,2024-08-30 01:44:20.938436,2024-08-30 02:09:20.938436
9,Route C,-39.16387657082947,32.11231629963143,2024-08-30 01:10:20.938436,2024-08-30 01:01:20.938436
3,Route B,80.67840896192615,-115.43373822854396,2024-08-30 09:10:20.938436,2024-08-30 09:17:20.938436
1,Route C,87.44387088946328,-26.368237288330022,2024-08-29 18:18:20.938436,2024-08-29 18:11:20.938436
2,Route B,-89.46483416990816,-64.23541238418863,2024-08-30 03:47:20.938436,2024-08-30 04:08:20.938436
4,Route C,-0.23986681326302062,50.86663526246852,2024-08-30 01:14:20.938436,2024-08-30 01:07:20.938436
3,Route C,-53.635972675182856,56.00664322596225,2024-08-30 08:07:20.938436,2024-08-30 08:36:20.938436
2,Route B,-52.809540171393515,26.790327520441707,2024-08-30 05:03:20.938436,2024-08-30 05:14:20.938436
7,Route C,-81.31458136151502,156.14673787566392,2024-08-29 20:54:20.938436,2024-08-29 20:44:20.938436
10,Route A,-11.182275485905208,-30.489615119091468,2024-08-30 02:41:20.938436,2024-08-30 02:54:20.938436
6,Route A,12.456597395931084,-122.83752892156883,2024-08-30 00:49:20.938436,2024-08-30 01:17:20.938436
4,Route C,77.55523624133937,17.505889741113236,2024-08-30 02:31:20.938436,2024-08-30 02:54:20.938436
4,Route C,-57.78698885065517,28.4374386593,2024-08-29 21:43:20.938436,2024-08-29 22:11:20.938436
10,Route C,32.11050870772591,2.29483910218147,2024-08-30 03:55:20.938436,2024-08-30 04:12:20.938436
5,Route B,-31.990179743984875,175.1300195003929,2024-08-29 18:32:20.938436,2024-08-29 18:26:20.938436
7,Route B,48.98781035066193,4.6764795930804155,2024-08-29 21:15:20.938436,2024-08-29 21:14:20.938436
5,Route C,45.19587474330996,-170.9280020934284,2024-08-30 07:47:20.938436,2024-08-30 07:37:20.938436
7,Route C,-43.65416617034926,33.80683193461158,2024-08-30 02:12:20.938436,2024-08-30 02:40:20.938436
8,Route A,39.44923259059172,24.75874995624315,2024-08-29 22:01:20.938436,2024-08-29 22:31:20.938436
8,Route B,-36.91617415503245,150.7239807614418,2024-08-30 07:57:20.938436,2024-08-30 08:20:20.938436
5,Route B,-52.50986268559819,-103.08661238174176,2024-08-29 18:16:20.938436,2024-08-29 18:19:20.938436
8,Route A,0.8842204098210971,147.52470340745532,2024-08-30 08:11:20.938436,2024-08-30 08:15:20.938436
10,Route A,-41.634115983397514,84.57057921810753,2024-08-30 00:15:20.938436,2024-08-30 00:23:20.938436
10,Route A,-8.690876877348401,-7.8543236653812585,2024-08-30 01:24:20.938436,2024-08-30 01:34:20.938436
4,Route A,-36.23894097581738,111.60438448565031,2024-08-30 04:34:20.938436,2024-08-30 04:53:20.938436
9,Route C,53.77924114893173,-86.45138485257861,2024-08-30 04:36:20.938436,2024-08-30 05:01:20.938436
2,Route C,28.682299258521837,-86.07876631592596,2024-08-30 03:11:20.938436,2024-08-30 03:34:20.938436
3,Route C,-51.382771404584794,109.91994221159769,2024-08-29 19:24:20.938436,2024-08-29 19:43:20.938436
1,Route B,60.56949572870997,-158.16924311597205,2024-08-29 23:50:20.938436,2024-08-30 00:00:20.938436
1,Route A,51.498263274924255,70.42858074672623,2024-08-29 22:25:20.938436,2024-08-29 22:46:20.938436
4,Route B,20.91299291416874,1.3190048841035207,2024-08-30 06:48:20.938436,2024-08-30 06:41:20.938436
6,Route C,-14.94748726715764,120.51071470454121,2024-08-29 18:22:20.938436,2024-08-29 18:26:20.938436
3,Route C,63.260426152422866,120.00872781303201,2024-08-30 02:00:20.938436,2024-08-30 01:54:20.938436
3,Route B,11.486608447934643,-165.70123708717827,2024-08-30 07:06:20.938436,2024-08-30 06:59:20.938436
6,Route A,12.60109255009381,104.61645133674767,2024-08-30 00:15:20.939433,2024-08-30 00:12:20.939433
6,Route A,-37.99174159028103,-122.54375312573139,2024-08-30 05:48:20.939433,2024-08-30 06:00:20.939433
1,Route C,10.528204060274106,-141.29861048851478,2024-08-30 09:06:20.939433,2024-08-30 09:01:20.939433
5,Route B,-56.64128009446039,53.02586960117273,2024-08-30 05:37:20.939433,2024-08-30 05:28:20.939433
6,Route A,68.9814924075223,-150.54817599310127,2024-08-29 21:11:20.939433,2024-08-29 21:14:20.939433
10,Route A,-48.16389389485909,51.834442305862694,2024-08-29 22:10:20.939433,2024-08-29 22:24:20.939433
10,Route B,29.710423364337515,81.66216947407003,2024-08-30 01:14:20.939433,2024-08-30 01:35:20.939433
7,Route C,70.07641936505277,168.88074220874523,2024-08-30 07:41:20.939433,2024-08-30 07:45:20.939433
5,Route B,-8.88010075309856,-137.31474399254247,2024-08-30 05:57:20.939433,2024-08-30 05:58:20.939433
3,Route C,-2.046526518026795,-175.3890533202865,2024-08-29 22:39:20.939433,2024-08-29 22:30:20.939433
4,Route A,-59.88301122030015,-168.4552510457784,2024-08-29 23:46:20.939433,2024-08-29 23:55:20.939433
5,Route B,81.10841775929757,40.43007050104376,2024-08-30 08:10:20.939433,2024-08-30 08:03:20.939433
7,Route A,-70.78050810837215,115.68661978522522,2024-08-30 01:14:20.939433,2024-08-30 01:39:20.939433
2,Route A,-35.16221183165128,130.3713386582187,2024-08-29 20:37:20.939433,2024-08-29 20:46:20.939433
2,Route C,10.92983111615969,82.48470038960625,2024-08-29 20:54:20.939433,2024-08-29 21:12:20.939433
2,Route A,-12.941110362927063,134.1991273467463,2024-08-30 04:33:20.939433,2024-08-30 04:34:20.939433
5,Route C,-86.41860804706046,-151.10997520910414,2024-08-30 08:58:20.939433,2024-08-30 09:18:20.939433
10,Route A,-29.914064117189326,125.2955440384003,2024-08-29 20:21:20.939433,2024-08-29 20:41:20.939433
6,Route C,87.52843165866594,-42.197067985353925,2024-08-30 08:48:20.939433,2024-08-30 08:50:20.939433
4,Route C,3.4935717002583573,61.993461702258685,2024-08-30 01:47:20.939433,2024-08-30 01:50:20.939433
6,Route A,33.0224312693462,-37.37197873399319,2024-08-30 09:50:20.939433,2024-08-30 10:12:20.939433
3,Route A,14.729711889188664,-48.844131810264315,2024-08-29 22:50:20.939433,2024-08-29 23:19:20.939433
8,Route A,-1.3690826032311776,5.129104070594622,2024-08-30 05:56:20.939433,2024-08-30 06:24:20.939433
4,Route A,57.331876216817676,-118.93453466788351,2024-08-30 04:37:20.939433,2024-08-30 04:49:20.939433
10,Route C,-43.644704000827964,3.6216654222208717,2024-08-30 01:04:20.940431,2024-08-30 01:07:20.940431
8,Route B,-5.025350538493541,-164.29130014101972,2024-08-30 09:50:20.940431,2024-08-30 10:18:20.940431
10,Route A,9.43779742514792,-35.20595152207912,2024-08-29 19:06:20.940431,2024-08-29 19:36:20.940431
1,Route A,21.060597816578976,-65.74248777549943,2024-08-30 10:42:20.940431,2024-08-30 10:45:20.940431
4,Route B,-72.4956106453418,133.42983860830424,2024-08-30 01:28:20.940431,2024-08-30 01:57:20.940431
1,Route C,-79.08154498714119,-87.10815453289652,2024-08-30 00:47:20.940431,2024-08-30 00:48:20.940431
9,Route C,-33.46325892244654,-141.66713563613837,2024-08-29 18:13:20.940431,2024-08-29 18:22:20.940431
5,Route C,-35.09991428949044,61.12214197460733,2024-08-30 03:22:20.940431,2024-08-30 03:51:20.940431
1,Route A,3.653929303700167,-155.81866112485193,2024-08-30 01:48:20.940431,2024-08-30 01:43:20.940431
5,Route C,-6.562934649914766,-52.18582225958225,2024-08-29 23:00:20.940431,2024-08-29 23:25:20.940431
4,Route C,38.21454992666949,-46.45661030533165,2024-08-30 09:11:20.940431,2024-08-30 09:29:20.940431
3,Route A,-18.401798609804317,59.263461185382596,2024-08-29 21:07:20.940431,2024-08-29 21:07:20.940431
4,Route C,-66.22813489897123,178.27150134512254,2024-08-29 22:30:20.940431,2024-08-29 22:30:20.940431
5,Route B,-18.604851108523548,39.525684600821535,2024-08-29 19:33:20.940431,2024-08-29 19:40:20.940431
7,Route A,-53.90866325278644,174.9991517589974,2024-08-30 09:12:20.940431,2024-08-30 09:03:20.940431
1,Route A,76.0268056612552,96.89851013182863,2024-08-30 03:03:20.940431,2024-08-30 02:59:20.940431
1,Route B,89.56748770674164,103.28434569949815,2024-08-29 23:23:20.940431,2024-08-29 23:15:20.940431
10,Route B,34.85267085013369,-35.70370741063812,2024-08-29 20:35:20.940431,2024-08-29 20:30:20.940431
